#{"t_start": 1789049545.821065, "env_id": "None"}
r,l,t
27.0,68,3075.28215
331.2,58,3075.381247
8.1,67,3075.488186
312.7,70,3075.597745
274.9,71,3075.724297
-12.5,59,3075.818858
-96.4,68,3075.927131
302.3,50,3076.007111
-48.2,46,3076.080657
300.5,73,3076.194897
302.1,78,3076.319672
-29.0,51,3076.402427
-121.6,47,3076.477628
-48.2,26,3076.51882
10.7,66,3076.622812
-18.1,50,3076.716558
23.2,65,3076.819836
267.3,49,3076.898345
-45.7,47,3076.973165
307.2,47,3077.047794
-28.9,47,3077.121877
-63.6,45,3077.194414
32.4,65,3077.298303
47.6,60,3077.396027
47.1,58,3077.488656
-9.4,57,3077.580207
40.3,74,3077.697821
78.9,59,3077.791282
3.3,68,3077.898878
326.2,76,3078.01933
3.0,38,3078.081626
305.7,52,3078.164017
-118.8,37,3078.222459
288.5,75,3078.343903
310.7,44,3078.415019
21.1,58,3078.5067
-53.2,48,3080.693412
-53.1,23,3080.730798
23.0,57,3080.821142
-44.2,52,3080.91609
60.4,51,3081.001676
22.0,52,3081.092777
311.2,87,3081.236142
19.0,80,3081.359865
-19.8,47,3081.435196
311.9,57,3081.524877
60.4,61,3081.620223
303.6,65,3081.722284
45.4,43,3081.790804
-116.1,21,3081.824193
56.3,66,3081.928041
305.0,49,3082.00555
-122.1,40,3082.070985
362.2,73,3082.188399
50.4,52,3082.27505
-15.8,71,3082.392121
42.4,60,3082.512746
291.2,53,3082.617109
302.1,68,3082.728952
29.6,72,3082.844398
277.1,78,3082.976474
-77.1,67,3083.092419
312.2,79,3083.216984
35.4,48,3083.294999
29.8,52,3083.377614
-53.3,80,3083.532517
-50.2,39,3083.600091
292.2,73,3083.720706
-21.7,39,3083.783852
-60.0,53,3083.868208
326.2,63,3083.977989
281.8,58,3084.069397
-81.9,50,3086.435895
13.5,52,3086.539463
5.0,81,3086.714038
27.9,90,3086.9171
-82.2,51,3087.030913
-26.7,46,3087.12992
278.7,60,3087.252262
289.8,63,3087.402395
45.4,38,3087.497986
45.4,76,3087.647099
20.0,43,3087.738302
250.9,64,3087.866656
71.1,69,3088.011061
316.2,80,3088.177871
-50.5,42,3088.247572
314.8,62,3088.344433
233.7,74,3088.475684
-87.4,53,3088.570383
-44.6,76,3088.699191
1.7,50,3088.785213
271.8,67,3088.908591
-4.3,81,3089.054551
297.2,61,3089.198939
-37.5,44,3089.27691
-78.4,38,3089.343642
292.2,65,3089.455346
320.2,54,3089.556784
322.2,53,3089.65903
-13.9,39,3089.731262
327.2,65,3089.846035
-84.3,38,3089.914639
27.8,61,3090.027902
46.0,76,3090.149271
-124.1,37,3090.214759
32.9,51,3090.305664
1.7,43,3092.773994
55.2,73,3092.893492
-73.2,38,3092.960859
-83.9,54,3093.052776
-39.7,59,3093.147574
58.3,52,3093.230792
259.2,65,3093.335825
-3.9,59,3093.486776
-26.8,43,3093.607473
281.2,86,3093.857997
271.9,60,3093.968645
77.8,74,3094.088782
-9.3,65,3094.203636
62.4,82,3094.336942
32.8,82,3094.468223
287.5,68,3094.575018
65.4,45,3094.647801
312.2,58,3094.743722
19.5,73,3094.8726
337.2,63,3094.993629
-84.4,37,3095.056688
19.0,41,3095.122372
327.2,62,3095.226261
-45.2,46,3095.304508
32.7,60,3095.418978
-7.6,51,3095.501461
55.3,63,3095.612939
65.7,66,3095.717451
307.2,73,3095.83171
261.4,67,3095.938037
312.2,97,3096.098342
23.6,70,3096.207605
291.9,69,3096.320547
82.2,61,3098.641107
19.6,66,3098.744945
40.6,59,3098.839975
282.2,66,3098.94505
302.2,47,3099.02645
304.2,60,3099.124166
263.6,63,3099.237966
297.5,59,3099.35483
-18.1,45,3099.435503
-66.3,67,3099.546945
35.4,65,3099.680642
31.2,44,3099.761155
312.2,69,3099.88114
-33.8,67,3099.991418
-10.8,55,3100.090666
-90.5,75,3100.247909
69.9,70,3100.40456
-46.7,75,3100.576251
294.3,70,3100.719522
-114.2,60,3100.851059
310.2,72,3100.982613
301.0,51,3101.076941
0.0,60,3101.214596
-20.2,51,3101.299856
-76.4,55,3101.388242
25.4,48,3101.467582
-2.5,57,3101.604831
-81.8,70,3101.748314
-39.7,55,3101.855984
287.8,53,3101.939826
345.4,70,3102.05108
317.2,64,3102.15126
291.7,63,3102.302644
-9.5,58,3104.751023
317.9,57,3104.855171
295.8,74,3104.98768
-24.5,44,3105.05776
277.6,77,3105.18025
82.6,71,3105.302393
-56.5,34,3105.386153
3.6,57,3105.479573
285.7,52,3105.617812
263.2,70,3105.811681
106.5,83,3105.958636
20.1,52,3106.094146
-48.2,26,3106.165889
90.6,99,3106.331522
67.3,72,3106.445878
13.4,55,3106.534654
39.4,40,3106.598892
0.4,50,3106.708386
-43.2,28,3106.752733
-44.4,86,3106.887987
57.5,64,3106.991428
-0.4,53,3107.081136
62.5,89,3107.223259
282.2,46,3107.298739
321.6,85,3107.434211
69.8,51,3107.515327
302.2,57,3107.623983
28.1,84,3107.759723
330.5,84,3107.895506
-30.5,81,3108.025614
290.5,58,3108.116007
45.8,71,3108.228281
-91.2,35,3108.28712
338.9,64,3110.942695
-45.4,57,3111.099643
27.0,39,3111.190998
-29.0,54,3111.279313
75.2,63,3111.379867
-12.7,40,3111.446803
309.0,73,3111.561175
-93.5,51,3111.642276
321.2,52,3111.725237
-66.9,40,3111.789924
268.4,75,3111.910667
-16.9,86,3112.043964
66.8,78,3112.172624
332.7,65,3112.275864
80.4,73,3112.391836
-64.1,50,3112.470984
-38.7,43,3112.538391
-22.0,51,3112.618278
277.2,52,3112.699192
-14.3,50,3112.778945
42.6,55,3112.866582
47.6,61,3112.964394
-100.0,33,3113.016719
-37.9,48,3113.10161
31.2,50,3113.183506
278.6,63,3113.284519
63.5,61,3113.380715
-8.9,44,3113.45197
5.3,76,3113.572014
294.2,69,3113.679414
13.3,80,3113.805944
-71.6,40,3113.869805
-111.4,20,3113.901242
41.9,50,3113.981325
61.0,57,3114.071884
288.3,54,3114.166744
-57.6,45,3114.242081
278.4,59,3116.373326
71.1,57,3116.46686
84.2,76,3116.584816
292.1,60,3116.67925
272.3,69,3116.787558
-29.1,58,3116.879048
-49.3,62,3116.976843
24.3,69,3117.085593
332.2,59,3117.179941
44.4,78,3117.314868
-53.2,57,3117.403979
245.7,74,3117.520566
286.2,62,3117.618218
66.1,65,3117.721703
285.3,76,3117.840731
-37.1,21,3117.875218
287.2,74,3117.989198
52.8,51,3118.069656
45.9,79,3118.193197
-6.4,36,3118.25042
6.0,56,3118.353529
-34.9,33,3118.407418
29.5,62,3118.50425
20.9,59,3118.596224
-24.4,64,3118.697214
0.0,55,3118.784186
68.0,76,3118.905236
317.2,57,3119.028228
287.2,75,3119.184365
291.0,80,3119.409222
8.6,33,3119.481256
71.3,45,3119.63032
292.2,76,3119.761019
276.0,63,3119.864946
61.9,60,3122.099059
262.2,87,3122.235668
33.8,62,3122.334992
283.2,72,3122.463859
-16.3,70,3122.57479
25.5,78,3122.697318
50.4,46,3122.771465
-11.0,60,3122.865994
319.3,70,3122.974752
322.2,66,3123.079284
-27.0,44,3123.149381
307.5,67,3123.256007
278.5,64,3123.358419
76.5,63,3123.460994
341.2,55,3123.54801
292.2,61,3123.644577
10.9,88,3123.78337
-11.6,49,3123.860428
30.2,44,3123.931251
260.2,68,3124.039413
20.6,66,3124.142089
288.5,62,3124.239962
87.0,74,3124.359314
278.2,64,3124.46023
53.9,67,3124.572066
293.2,62,3124.66904
-6.3,64,3124.770028
285.1,62,3124.867427
-71.5,67,3124.972887
31.5,53,3125.059642
320.2,60,3125.155614
288.9,72,3125.269219
272.1,68,3127.453653
-67.6,58,3127.546037
-39.6,70,3127.654878
267.6,70,3127.764577
1.7,37,3127.824244
317.2,53,3127.907063
-11.4,37,3127.965841
-116.2,79,3128.088663
14.9,72,3128.199573
343.9,63,3128.300692
-43.1,69,3128.411313
-17.3,60,3128.506921
0.8,40,3128.571411
51.2,55,3128.66502
-61.2,43,3128.733598
-18.4,75,3128.852832
82.7,70,3128.962028
61.9,72,3129.073875
302.2,50,3129.152365
72.7,72,3129.265619
-66.8,38,3129.328656
-45.8,72,3129.442974
281.0,78,3129.566235
-1.4,48,3129.653731
-23.6,62,3129.773905
-19.6,69,3129.898985
-22.5,68,3130.024218
283.7,88,3130.192523
347.2,48,3130.268925
282.2,58,3130.370913
323.0,79,3130.504694
-72.4,60,3130.601346
-99.8,29,3130.650401
286.0,66,3133.316034
-3.1,53,3133.416819
60.6,56,3133.520217
15.3,54,3133.667714
8.6,59,3133.803463
27.3,47,3133.898726
279.2,61,3133.998426
-21.8,55,3134.092657
38.0,88,3134.282204
304.6,59,3134.376926
-16.9,57,3134.485546
333.5,64,3134.605698
275.2,72,3134.73236
-110.6,39,3134.822601
287.2,62,3135.023778
-7.6,39,3135.106116
-69.4,28,3135.158082
22.5,59,3135.258286
276.0,73,3135.382575
-45.5,48,3135.476223
334.2,66,3135.587335
50.4,67,3135.701373
312.2,47,3135.78432
269.4,70,3135.897662
307.4,83,3136.030644
307.2,76,3136.149527
302.2,54,3136.238913
273.6,62,3136.350626
75.6,87,3136.493446
322.2,60,3136.605419
284.0,59,3136.703186
69.1,71,3136.816734
-57.1,72,3136.953653
75.8,44,3137.030904
3.9,72,3139.362641
-66.4,44,3139.434275
-51.0,55,3139.522183
37.4,60,3139.616577
281.0,54,3139.702394
13.6,68,3139.81013
-42.7,31,3139.861725
-38.0,59,3139.960798
70.4,61,3140.056998
3.6,36,3140.115605
287.2,52,3140.203732
-25.3,81,3140.334607
327.2,60,3140.431848
306.2,61,3140.527488
-58.0,58,3140.629294
305.4,56,3140.717098
281.2,54,3140.803379
-69.9,38,3140.864129
320.7,72,3140.976172
75.4,92,3141.119288
320.6,66,3141.235595
-19.5,46,3141.312991
23.6,42,3141.379959
287.3,60,3141.475625
30.0,71,3141.585808
320.2,87,3141.723062
40.1,69,3141.842606
-19.9,48,3141.919669
297.9,95,3142.069569
5.6,80,3142.205098
49.0,68,3142.328284
-46.5,46,3142.404719
54.3,55,3142.492197
45.0,66,3142.611603
-9.9,52,3144.845625
288.9,61,3144.94884
-57.9,28,3144.995931
-98.6,46,3145.07985
288.5,65,3145.183453
291.8,52,3145.293023
303.1,70,3145.488533
295.2,59,3145.672702
35.4,33,3145.762355
289.7,85,3145.926807
-11.4,20,3145.95926
31.8,45,3146.030267
48.3,68,3146.157084
12.6,64,3146.279197
-46.1,29,3146.331081
14.7,76,3146.472192
297.5,59,3146.579178
-33.7,44,3146.658588
266.1,48,3146.742926
27.3,49,3146.831734
-49.1,53,3146.925793
275.6,67,3147.03331
311.2,46,3147.10617
-21.8,21,3147.140397
16.9,72,3147.254369
316.2,87,3147.409838
5.2,67,3147.515068
16.3,51,3147.597063
50.2,57,3147.687796
-93.0,63,3147.795795
-1.4,30,3147.85063
-33.2,20,3147.892305
42.6,38,3147.953388
317.1,76,3148.074496
277.2,60,3148.167443
-24.7,66,3148.271597
80.4,53,3148.356431
-46.0,41,3148.42388
-90.2,36,3148.488813
34.3,58,3150.770863
-14.0,59,3150.893375
301.2,64,3150.995665
-45.4,65,3151.110536
337.2,65,3151.225805
322.2,79,3151.366518
287.2,57,3151.460645
30.7,60,3151.556805
9.7,38,3151.618151
282.2,62,3151.715156
291.2,61,3151.810722
349.5,88,3151.97681
13.8,86,3152.130905
-2.6,52,3152.219295
30.3,35,3152.27932
-118.7,9,3152.295661
334.2,81,3152.436383
-48.2,27,3152.496839
-4.2,59,3152.594127
-17.5,38,3152.655981
-12.9,48,3152.747185
250.2,68,3152.868901
307.2,49,3152.951006
-66.9,24,3152.990702
-43.7,34,3153.060791
245.3,72,3153.17746
37.8,76,3153.296656
332.2,48,3153.39345
280.9,62,3153.508144
267.8,81,3153.659031
49.0,63,3153.764943
290.5,86,3153.917686
282.2,48,3153.995522
28.1,65,3154.111899
277.0,64,3154.236057
36.4,77,3156.613939
-44.8,49,3156.693931
26.2,62,3156.803666
24.3,61,3156.907772
-22.1,50,3157.003266
29.7,56,3157.093098
295.6,60,3157.207236
-3.4,31,3157.26975
-65.3,62,3157.3721
60.3,54,3157.475171
-16.3,52,3157.558941
307.2,52,3157.653906
-57.5,40,3157.719146
292.2,62,3157.83443
-60.6,40,3157.899487
277.2,65,3158.02098
288.3,63,3158.135224
285.7,70,3158.252588
262.1,74,3158.370491
-59.6,54,3158.456866
-47.6,34,3158.511689
304.1,59,3158.622602
8.4,78,3158.768032
25.9,55,3158.874049
297.2,81,3159.024038
-35.0,38,3159.083862
285.0,75,3159.228862
13.2,68,3159.35191
254.6,89,3159.508895
6.7,66,3159.614065
-6.1,71,3159.725186
-66.4,45,3159.796762
38.7,71,3159.907844
1.0,78,3160.032652
311.2,72,3162.608858
-37.1,62,3162.706914
292.2,54,3162.805735
-9.8,56,3162.94838
303.6,55,3163.107297
-78.2,24,3163.160013
76.0,59,3163.274221
26.5,67,3163.420163
45.4,51,3163.512616
68.6,83,3163.686952
-71.0,52,3163.805952
296.2,80,3163.956781
282.2,70,3164.08193
102.4,77,3164.247845
-29.7,58,3164.372394
-63.4,46,3164.493563
-92.0,50,3164.578407
282.2,48,3164.660259
297.6,74,3164.790964
297.2,53,3164.88117
1.1,59,3164.999966
57.4,80,3165.168599
37.9,60,3165.351312
-30.3,46,3165.467351
327.2,62,3165.584331
305.7,53,3165.676932
9.8,72,3165.819684
302.3,59,3165.933795
-40.9,47,3166.017052
-30.4,65,3166.142434
277.2,44,3166.236679
-6.9,77,3166.475845
-61.7,77,3166.616385
54.5,66,3166.734586
-25.7,54,3169.22422
21.5,42,3169.31354
41.8,59,3169.465998
-64.6,47,3169.622074
-4.5,63,3169.756935
1.9,74,3169.889249
11.8,58,3170.008933
-13.1,37,3170.082147
-89.8,31,3170.141278
288.5,68,3170.263513
46.0,56,3170.366554
-6.4,62,3170.498007
-25.3,44,3170.577658
9.3,58,3170.670499
80.4,51,3170.755884
339.5,75,3170.920321
287.2,47,3171.011207
283.0,67,3171.120894
22.7,67,3171.227086
-2.9,80,3171.369859
33.7,51,3171.471078
40.1,63,3171.611891
48.3,63,3171.73804
316.0,70,3171.867737
332.2,54,3171.964663
-49.0,58,3172.088365
24.8,68,3172.293576
-105.1,41,3172.381808
11.6,75,3172.515964
-6.8,69,3172.64338
280.7,59,3172.754255
-10.0,80,3172.912221
2.1,79,3173.043963
-7.8,60,3173.1522
-30.7,75,3176.440146
382.2,66,3176.553682
64.3,59,3176.676739
277.2,56,3176.788335
62.4,68,3176.896443
282.1,82,3177.045127
292.2,65,3177.15829
281.6,64,3177.301048
-51.0,64,3177.438113
297.2,62,3177.570697
50.4,56,3177.699929
317.2,58,3177.823953
38.9,80,3177.961937
-4.9,73,3178.084812
314.5,58,3178.187624
287.6,72,3178.323168
-29.9,62,3178.430398
281.2,61,3178.534615
302.9,59,3178.648535
-64.2,48,3178.727
301.0,64,3178.835746
283.5,75,3178.965993
-10.7,64,3179.097082
-36.4,42,3179.185182
40.4,49,3179.276737
310.4,76,3179.425722
-74.4,51,3179.511148
333.3,65,3179.617413
283.9,70,3179.727839
-87.0,42,3179.806064
-5.3,66,3179.9226
-21.0,47,3180.002958
23.6,53,3180.101925
18.6,54,3182.759259
54.4,48,3182.852511
54.3,71,3182.999832
27.4,37,3183.072124
-7.4,55,3183.180591
282.2,53,3183.274318
262.7,69,3183.403732
291.2,50,3183.513108
-50.7,57,3183.602828
305.9,76,3183.722101
59.2,47,3183.796283
17.1,63,3183.911256
327.2,66,3184.042276
327.2,45,3184.129984
319.2,61,3184.2421
-9.3,47,3184.318648
4.7,63,3184.429996
45.8,67,3184.549154
-50.4,49,3184.649523
317.0,61,3184.765451
296.0,48,3184.871669
316.9,72,3185.003356
36.5,71,3185.114078
268.1,84,3185.26706
297.2,66,3185.404756
8.7,75,3185.559838
-3.0,62,3185.691706
-68.1,32,3185.75052
-53.2,28,3185.819372
263.7,66,3185.966825
-13.2,54,3186.10015
280.8,63,3186.227018
9.4,47,3186.327056
46.8,51,3186.430449
72.2,85,3186.591919
84.1,70,3188.950002
-19.9,48,3189.031755
-8.8,67,3189.137303
311.2,47,3189.218385
274.5,88,3189.496383
-96.4,61,3189.748622
276.3,78,3190.020422
31.3,77,3190.159327
-6.1,46,3190.234054
255.9,46,3190.321574
312.2,51,3190.416313
281.7,58,3190.522646
275.1,45,3190.643654
13.3,71,3190.839981
290.5,79,3191.073392
-26.1,77,3191.201191
327.2,89,3191.349872
50.9,59,3191.451507
282.2,56,3191.547637
332.2,62,3191.652328
8.8,61,3191.761284
24.1,30,3191.846272
274.8,79,3192.136106
42.4,56,3192.276171
-48.4,42,3192.375666
13.3,62,3192.544536
-34.5,49,3192.660408
-16.4,53,3192.758598
-48.2,22,3192.796404
290.2,76,3192.950249
-43.2,18,3192.992787
-29.0,52,3193.09984
325.0,70,3193.231419
43.8,52,3193.330749
316.0,77,3193.482524
288.9,54,3195.891818
-84.2,31,3195.955701
-86.7,63,3196.057072
65.9,65,3196.165906
61.3,80,3196.336523
38.8,59,3196.571612
279.7,68,3196.812361
-0.4,50,3196.951735
-29.6,73,3197.124216
231.2,85,3197.276535
298.5,58,3197.403026
-53.2,41,3197.483589
43.4,36,3197.553382
312.2,74,3197.730728
297.2,61,3197.93085
35.4,50,3198.043158
-85.5,39,3198.149913
305.8,70,3198.413078
-21.3,52,3198.620553
34.2,54,3198.843889
297.2,74,3199.154588
3.4,67,3199.428092
309.2,70,3199.581755
312.8,67,3199.694026
28.1,64,3199.802369
-14.7,61,3199.905677
266.5,49,3199.992914
292.0,72,3200.142505
278.3,56,3200.245243
31.2,59,3200.347685
290.2,64,3200.457342
283.3,75,3200.60608
61.0,88,3200.771661
19.4,75,3203.221695
55.7,88,3203.363614
-17.8,32,3203.414873
302.2,53,3203.5002
296.0,85,3203.643101
73.7,50,3203.72416
292.2,62,3203.823362
41.8,27,3203.868845
278.6,69,3203.977443
66.5,74,3204.099719
317.2,70,3204.210801
286.2,54,3204.303331
297.3,55,3204.399046
281.9,85,3204.565995
273.0,79,3204.696539
78.9,68,3204.806558
-8.8,54,3204.909942
-1.4,40,3204.980015
74.7,60,3205.080041
296.2,47,3205.166972
40.0,53,3205.252582
263.6,71,3205.369236
-3.2,57,3205.471079
307.2,64,3205.591555
-15.8,33,3205.646028
44.7,69,3205.765327
46.5,57,3205.855923
47.0,47,3205.930962
288.9,61,3206.030895
-7.5,51,3206.119855
-50.6,32,3206.177318
358.0,64,3206.285645
55.4,55,3206.37385
25.9,51,3206.455129
-39.8,86,3206.592522
-84.7,61,3208.781385
-25.9,67,3208.924408
29.3,53,3209.043178
-16.2,51,3209.159584
30.4,39,3209.260554
314.2,68,3209.511858
-35.9,59,3209.718396
76.7,66,3209.831868
-68.7,58,3209.938956
-53.9,37,3210.002596
345.7,63,3210.109224
-20.4,52,3210.203568
292.2,64,3210.319529
-60.6,49,3210.422139
269.1,82,3210.557752
73.3,76,3210.679679
307.2,73,3210.796715
262.0,61,3210.904717
9.4,76,3211.026463
291.0,80,3211.15526
-75.8,24,3211.195551
355.9,58,3211.287428
264.4,52,3211.374258
54.5,50,3211.463317
278.3,70,3211.581231
40.0,66,3211.689816
22.9,60,3211.801819
8.1,56,3211.89714
11.7,59,3211.99665
51.2,47,3212.085179
286.0,55,3212.256901
287.2,62,3212.449636
-16.6,76,3212.578145
-16.3,68,3212.69534
272.9,59,3215.305088
57.7,90,3215.450913
-9.4,46,3215.526601
357.2,70,3215.646647
279.7,59,3215.744298
301.0,68,3215.852958
294.1,72,3215.972839
-105.4,44,3216.044355
271.0,60,3216.140562
277.2,84,3216.285392
279.3,75,3216.40449
-99.6,62,3216.503096
54.8,55,3216.598015
-20.9,48,3216.675191
353.0,59,3216.767911
317.2,53,3216.858445
-69.7,40,3216.922427
-16.4,36,3216.978799
352.2,75,3217.098978
48.2,51,3217.180352
21.9,51,3217.261448
-64.4,47,3217.337609
292.2,66,3217.446937
332.2,51,3217.529017
-54.9,54,3217.619076
62.6,57,3217.711828
-58.5,54,3217.798004
-66.9,44,3217.868522
276.2,74,3217.98478
299.2,63,3218.090237
-100.2,68,3218.19555
290.0,84,3218.326993
-23.3,84,3218.462262
-15.7,46,3218.535298
-68.4,27,3220.726222
284.0,48,3220.80866
80.4,90,3220.94882
307.4,73,3221.070543
-45.3,52,3221.159972
19.5,80,3221.303122
344.0,76,3221.424414
-21.5,72,3221.538449
-2.9,67,3221.651843
33.0,72,3221.770648
29.3,69,3221.888629
-32.2,69,3221.997755
273.9,68,3222.106762
271.2,87,3222.251915
-102.8,49,3222.328166
284.5,72,3222.443535
17.9,73,3222.560683
329.2,60,3222.655266
-62.7,35,3222.713218
8.0,66,3222.822391
5.5,67,3222.946325
270.3,74,3223.062766
-58.2,40,3223.127435
6.4,67,3223.232757
297.2,74,3223.347864
-68.1,42,3223.415226
50.8,74,3223.54115
-58.3,59,3223.632911
18.4,40,3223.697248
327.2,66,3223.801272
68.4,49,3223.878182
40.6,64,3223.978817
264.5,65,3226.601846
297.2,60,3226.697423
-28.1,53,3226.780259
277.5,57,3226.869042
13.6,37,3226.927976
292.1,65,3227.048271
-25.7,37,3227.110296
69.4,70,3227.220433
-30.4,46,3227.291414
279.9,56,3227.380083
-6.4,26,3227.4211
8.1,49,3227.498848
19.9,81,3227.630013
282.0,65,3227.735716
35.4,70,3227.844651
-7.4,39,3227.908868
11.4,52,3227.990633
282.2,57,3228.078917
-67.1,36,3228.136446
8.5,57,3228.230685
337.2,61,3228.329471
-11.7,82,3228.459353
13.7,59,3228.553958
32.5,54,3228.640258
-33.2,57,3228.729902
274.2,70,3228.846322
82.9,72,3228.960628
-15.7,38,3229.02107
322.2,68,3229.133639
-109.1,45,3229.204145
302.2,70,3229.312685
284.7,71,3229.429186
-24.0,46,3229.508986
1.2,51,3229.589067
277.2,55,3229.675926
73.3,52,3229.759749
-64.1,38,3229.820974
307.2,59,3232.056888
292.2,66,3232.16036
-2.4,57,3232.249287
307.2,67,3232.355908
60.4,51,3232.444386
62.4,57,3232.536529
65.4,62,3232.635246
291.0,86,3232.772568
6.4,40,3232.835902
41.0,81,3232.962636
271.4,65,3233.07082
323.4,61,3233.166728
292.2,67,3233.278288
51.0,77,3233.401502
315.0,71,3233.514201
67.5,91,3233.665947
33.7,81,3233.792564
19.6,42,3233.859632
0.5,49,3233.936969
-14.3,48,3234.013115
264.2,66,3234.117374
-120.7,57,3234.207763
75.6,52,3234.308381
-0.7,64,3234.411909
302.1,65,3234.515319
49.6,62,3234.613441
-14.4,56,3234.701189
322.2,89,3234.847583
309.7,58,3234.937972
-61.5,32,3234.990592
28.8,62,3235.088372
9.9,48,3235.164089
44.2,58,3235.256725
224.0,56,3237.481981
7.0,48,3237.559127
286.1,84,3237.692229
-23.2,60,3237.786546
53.0,63,3237.896581
17.6,51,3237.978933
297.9,68,3238.088404
9.1,64,3238.189883
85.4,63,3238.290507
292.2,66,3238.400419
-26.3,55,3238.5024
-2.1,52,3238.584959
56.4,64,3238.688052
34.2,72,3238.802084
45.4,50,3238.882947
293.9,70,3238.992776
-44.2,68,3239.109921
78.4,67,3239.217449
-41.8,42,3239.285663
264.6,62,3239.385574
66.5,65,3239.506123
282.2,61,3239.602918
307.2,59,3239.704515
298.8,77,3239.826846
285.9,67,3239.933315
302.4,76,3240.05313
327.2,65,3240.155832
238.2,54,3240.251418
35.3,69,3240.364104
-14.0,35,3240.422518
-4.9,31,3240.472179
