#{"t_start": 1789049545.821065, "env_id": "None"}
r,l,t
-56.9,78,5071.650697
-5.7,42,5071.740872
95.6,64,5071.879324
-16.6,41,5071.968936
-43.2,83,5072.150652
-44.5,32,5072.218845
271.8,64,5072.354012
332.2,56,5072.485918
48.6,44,5072.583311
279.2,73,5072.745916
18.6,40,5072.839582
295.7,56,5072.968171
32.1,59,5073.100966
321.3,58,5073.224581
-11.4,30,5073.292378
322.2,60,5073.427034
337.2,71,5076.241915
-96.7,18,5076.284024
286.1,65,5076.420306
-57.5,63,5076.557018
91.9,81,5076.744172
301.2,97,5076.953654
-26.6,57,5077.073346
268.7,77,5077.238681
309.6,80,5077.405189
70.4,54,5077.527283
-57.3,45,5077.611838
-24.5,50,5077.712149
314.7,93,5077.880232
-12.4,58,5077.989894
74.0,64,5078.127633
-1.4,37,5078.205223
-100.6,66,5078.343153
51.7,58,5078.463641
287.6,61,5078.578991
66.1,53,5078.683574
-16.3,56,5078.798039
303.9,67,5078.9337
300.6,77,5079.083855
297.2,84,5079.249559
346.0,64,5079.373044
291.2,63,5079.503911
292.2,48,5079.599309
277.2,56,5079.708068
292.1,72,5079.860797
-51.6,68,5079.999295
-40.2,45,5080.086661
-60.8,45,5080.174402
-14.8,45,5080.264736
254.2,63,5080.385296
40.8,73,5083.105539
47.2,65,5083.235073
282.1,91,5083.416856
20.0,69,5083.559739
38.7,73,5083.720172
-59.2,49,5083.821888
20.1,87,5084.01591
312.2,60,5084.139802
30.4,79,5084.307918
-27.1,58,5084.43517
310.8,91,5084.624327
-6.7,62,5084.751402
308.1,71,5084.903234
305.7,53,5085.025999
307.2,67,5085.159348
29.3,82,5085.319344
66.4,65,5085.466769
-40.0,34,5085.538152
-23.4,51,5085.642641
342.2,57,5085.745276
-96.0,51,5085.839722
-9.3,49,5085.929759
321.2,57,5086.087224
-43.2,22,5086.138972
290.8,66,5086.352958
26.5,88,5086.742089
282.2,61,5086.981285
-44.0,52,5087.09096
-100.8,24,5087.14187
-118.3,16,5087.17809
266.9,72,5087.330146
37.0,77,5087.493268
51.0,73,5087.648264
291.7,72,5090.467061
7.1,64,5090.601636
-8.9,64,5090.723784
-10.5,41,5090.807585
287.2,56,5090.921016
239.8,55,5091.035811
286.2,58,5091.154089
284.2,70,5091.300568
289.2,82,5091.492994
282.5,57,5091.657585
-32.3,35,5091.734704
17.4,73,5091.917725
-18.7,79,5092.100714
40.4,41,5092.193011
-66.5,25,5092.255202
263.7,56,5092.418855
-31.6,88,5092.642516
49.9,53,5092.766597
20.5,47,5092.888367
262.8,60,5093.03809
301.0,49,5093.163336
60.7,44,5093.271759
-15.6,41,5093.400585
307.2,60,5093.54261
12.9,65,5093.690271
315.2,82,5093.856592
24.0,55,5093.953841
32.4,53,5094.06685
-12.6,50,5094.172871
-1.7,53,5094.285644
77.3,68,5094.440252
320.7,64,5094.582474
273.9,70,5094.725053
-86.8,48,5094.82512
74.8,75,5094.981749
-46.6,42,5097.876335
20.4,59,5097.986268
-6.4,60,5098.110882
80.7,64,5098.23769
274.2,95,5098.426355
-70.7,44,5098.517047
-66.6,61,5098.648365
297.6,60,5098.777858
-20.1,84,5098.948675
-5.0,69,5099.086915
-5.3,59,5099.204348
272.7,78,5099.357364
-77.1,50,5099.457973
292.2,68,5099.592073
287.2,52,5099.694652
50.5,52,5099.801394
-138.5,16,5099.836914
47.1,66,5099.967135
284.2,69,5100.100529
31.2,83,5100.261251
257.0,61,5100.381539
289.2,93,5100.572304
292.3,51,5100.685644
255.4,55,5100.807714
-37.8,51,5100.91621
59.5,75,5101.080094
-29.3,60,5101.206613
-17.0,49,5101.316364
-2.0,78,5101.488762
31.0,48,5101.587512
-74.7,23,5101.635185
284.9,88,5101.802488
302.2,68,5101.915417
297.2,49,5104.649569
323.6,69,5104.790417
-71.4,44,5104.888354
32.4,67,5105.023109
269.4,64,5105.154301
-53.5,75,5105.30234
-5.5,86,5105.476567
-53.7,40,5105.554743
322.2,77,5105.690562
-22.6,64,5105.797364
38.2,68,5105.920989
-52.8,31,5105.983648
321.2,55,5106.094383
317.2,77,5106.255082
312.2,54,5106.367097
89.2,55,5106.479203
-94.2,40,5106.560433
11.0,67,5106.698929
23.3,61,5106.819908
271.9,76,5107.000983
275.6,95,5107.254103
45.4,47,5107.346242
-57.0,33,5107.411828
0.3,47,5107.508394
16.5,46,5107.603011
-45.8,44,5107.693029
300.0,59,5107.815833
313.6,81,5107.975729
35.4,60,5108.093611
308.8,61,5108.218634
19.8,66,5108.350471
327.2,72,5108.492694
26.6,68,5108.627195
288.9,57,5108.739955
-58.2,23,5108.789964
67.4,78,5111.640917
-37.5,43,5111.728166
-56.4,50,5111.833431
274.8,68,5111.969766
322.2,64,5112.103046
8.9,36,5112.175661
298.5,74,5112.32232
13.3,67,5112.457801
311.7,57,5112.571885
66.4,80,5112.730909
295.8,75,5112.884277
-56.5,26,5112.940369
-49.2,64,5113.0749
49.6,44,5113.170043
-16.5,48,5113.277046
307.2,50,5113.37953
5.3,33,5113.455015
297.2,69,5113.591318
302.5,65,5113.705592
37.3,58,5113.804733
291.1,65,5113.91423
336.0,67,5114.041222
35.5,63,5114.166767
33.5,82,5114.340319
42.1,47,5114.436025
267.5,71,5114.584228
35.8,61,5114.704833
-37.5,57,5114.822593
43.5,55,5114.936702
-3.4,66,5115.072691
25.4,60,5115.191447
-16.5,55,5115.306297
288.7,71,5115.473913
276.1,68,5115.611901
35.7,80,5118.521638
-22.7,44,5118.611317
308.1,78,5118.770247
-58.2,52,5118.871098
282.9,61,5118.989376
267.4,89,5119.160078
327.2,65,5119.285165
243.8,67,5119.415364
276.8,68,5119.559894
282.2,45,5119.660141
75.4,41,5119.748719
76.1,70,5119.888887
27.3,73,5120.027347
271.2,54,5120.131444
36.5,54,5120.238284
38.2,74,5120.381938
262.6,76,5120.530134
-80.0,70,5120.667048
282.2,67,5120.800331
73.2,60,5120.920994
312.2,53,5121.024659
-51.0,67,5121.157719
-12.2,52,5121.26361
-55.3,76,5121.413051
-69.0,32,5121.481938
279.0,71,5121.616668
305.5,72,5121.745085
3.3,60,5121.844354
-76.5,42,5121.91685
-62.4,28,5121.972374
307.2,50,5122.070737
7.6,48,5122.167591
312.2,62,5122.289212
-28.2,42,5122.375077
-1.3,73,5125.213962
262.3,90,5125.401466
-15.1,43,5125.501444
35.0,50,5125.605725
-40.4,50,5125.692739
82.0,63,5125.812532
307.2,72,5125.93609
261.4,70,5126.085503
272.2,46,5126.179538
-46.5,69,5126.332169
-30.3,38,5126.413831
-72.0,75,5126.575937
302.2,59,5126.700327
3.6,39,5126.780879
316.0,58,5126.911221
-103.8,54,5127.022299
301.2,57,5127.135138
43.7,57,5127.252017
265.9,61,5127.379356
-61.0,64,5127.51507
301.2,45,5127.60521
86.3,81,5127.864671
-49.1,31,5128.159367
292.2,73,5128.450776
292.4,74,5128.615259
312.9,76,5128.769845
-24.3,55,5128.881815
3.7,69,5129.020858
-5.5,66,5129.154975
-86.9,57,5129.268203
302.2,45,5129.357274
292.2,63,5129.491401
327.2,63,5129.6095
-26.2,61,5129.709912
302.2,69,5132.533806
6.1,56,5132.655116
43.6,70,5132.809604
287.2,51,5132.919417
-126.8,38,5133.003575
305.7,62,5133.135076
-16.8,58,5133.258709
-2.0,49,5133.368232
292.2,47,5133.475212
-49.6,27,5133.536669
50.4,55,5133.648546
315.1,78,5133.78535
-34.2,43,5133.858357
306.2,59,5133.964968
-5.0,63,5134.09959
304.7,47,5134.200242
17.9,31,5134.273751
-2.2,48,5134.371668
11.2,40,5134.451017
-17.3,41,5134.537305
-57.9,43,5134.624676
352.2,61,5134.745332
-61.8,62,5134.869336
21.7,55,5134.982167
292.2,59,5135.10278
-16.0,40,5135.186967
285.6,64,5135.330282
-13.9,52,5135.436279
272.1,82,5135.604073
277.2,44,5135.690538
-8.6,65,5135.825312
286.9,69,5135.969981
50.4,46,5136.065542
4.7,71,5136.205846
18.0,68,5136.362347
-28.0,65,5136.506062
40.4,65,5136.643447
315.2,62,5139.343155
-42.5,49,5139.495375
-26.0,73,5139.642775
31.7,68,5139.782013
0.8,58,5139.896197
-31.4,66,5140.03331
-46.5,38,5140.10979
-103.6,32,5140.175981
285.7,66,5140.312739
28.7,65,5140.443788
-4.7,45,5140.55442
310.7,86,5140.722893
-33.2,55,5140.827203
331.6,77,5140.981801
13.8,48,5141.077399
-25.5,48,5141.175174
320.2,73,5141.325529
307.3,68,5141.465985
10.8,78,5141.618736
292.2,58,5141.719316
292.2,69,5141.836068
27.3,60,5141.936971
289.6,60,5142.059876
302.2,60,5142.177193
337.2,66,5142.308212
93.0,70,5142.446141
-59.1,50,5142.55533
280.8,65,5142.689757
-94.7,39,5142.772809
27.5,50,5142.873353
6.9,62,5143.002625
307.9,69,5143.139749
294.2,72,5143.280559
-43.6,45,5143.370732
28.3,66,5146.127736
-63.4,71,5146.278611
296.5,108,5146.503003
33.1,67,5146.636457
42.4,71,5146.784995
22.5,52,5146.888695
45.4,40,5146.971135
54.4,78,5147.129507
234.8,68,5147.270278
282.2,56,5147.382272
19.4,45,5147.472528
48.9,43,5147.559978
-28.8,43,5147.646714
28.5,81,5147.826466
87.3,67,5147.974605
-20.8,53,5148.088663
-78.8,73,5148.253211
-2.8,66,5148.397305
27.2,67,5148.548462
305.7,65,5148.686795
301.0,80,5148.870682
30.4,27,5148.934408
8.2,68,5149.074169
274.0,68,5149.217508
37.4,49,5149.348122
-6.5,57,5149.531365
-124.1,25,5149.581306
-30.2,60,5149.691036
10.2,50,5149.783272
5.1,42,5149.854906
304.2,67,5149.97523
-13.2,64,5150.098353
-30.9,77,5150.253266
287.2,47,5150.3456
46.5,70,5153.493681
24.1,62,5153.622397
317.2,65,5153.747524
39.9,60,5153.853038
308.6,81,5154.010592
268.4,69,5154.165205
-24.6,66,5154.305695
28.8,56,5154.426991
302.2,69,5154.583644
-43.7,29,5154.648624
35.4,40,5154.73684
254.9,57,5154.857123
298.0,73,5155.010854
332.4,72,5155.177231
300.7,78,5155.357435
-50.2,25,5155.416898
110.9,82,5155.602902
-26.3,41,5155.743228
281.2,73,5155.916589
302.2,72,5156.062279
55.4,73,5156.226099
182.8,96,5156.425009
275.3,72,5156.570078
-68.1,66,5156.700613
308.1,88,5156.876352
335.7,55,5156.986735
67.6,75,5157.136708
278.1,75,5157.304403
13.8,51,5157.408747
-77.1,40,5157.499167
286.0,64,5157.616116
289.3,93,5160.585655
75.4,58,5160.707976
22.1,92,5160.90439
-19.2,80,5161.074893
-63.4,47,5161.172848
297.2,59,5161.302857
338.8,71,5161.46316
290.8,88,5161.642985
-29.7,25,5161.686266
359.8,63,5161.812619
329.7,54,5161.909551
73.9,63,5162.041812
291.2,60,5162.170532
2.2,68,5162.312565
275.4,65,5162.450095
34.8,67,5162.643398
26.1,45,5162.783895
-65.1,62,5162.936738
37.1,56,5163.055465
45.4,42,5163.140875
89.4,62,5163.27183
49.0,73,5163.420377
-11.0,83,5163.596646
300.5,87,5163.776908
308.6,114,5164.008679
-52.0,31,5164.0728
289.2,70,5164.215029
299.7,51,5164.318635
298.8,61,5164.441241
3.6,38,5164.524868
294.2,65,5164.669373
-111.1,44,5164.758917
52.3,64,5164.890131
-115.4,13,5167.539492
-1.9,44,5167.62894
59.3,47,5167.733012
47.2,59,5167.853879
42.1,58,5167.972471
-54.2,40,5168.054291
277.2,56,5168.167134
79.5,76,5168.318779
312.2,53,5168.425017
312.2,47,5168.52443
30.7,59,5168.645314
50.1,69,5168.80192
-2.5,70,5168.941447
-48.2,54,5169.04881
38.4,65,5169.175245
312.2,62,5169.303233
41.3,63,5169.42837
14.3,60,5169.594712
326.6,57,5169.759523
291.0,63,5170.056455
322.2,68,5170.266063
30.6,61,5170.38087
66.5,68,5170.517191
-21.8,58,5170.634002
-35.7,42,5170.719006
-58.2,21,5170.762361
305.2,63,5170.887922
-11.6,53,5170.994867
-63.9,37,5171.070159
60.8,69,5171.207857
47.9,83,5171.380394
37.6,72,5171.527622
322.2,53,5171.633391
45.0,66,5171.762956
-46.1,47,5171.856431
13.7,64,5172.000735
-20.1,55,5174.656252
55.5,78,5174.824064
-100.0,53,5174.935638
48.9,45,5175.033826
292.2,59,5175.158314
39.4,73,5175.32075
302.2,60,5175.443278
-6.6,63,5175.583927
24.9,57,5175.703876
-63.0,57,5175.820974
-53.1,64,5175.955436
28.4,54,5176.072128
-24.0,43,5176.171577
-36.3,54,5176.28179
-2.7,45,5176.37398
-100.0,52,5176.486063
286.3,81,5176.654083
57.1,62,5176.779361
302.2,49,5176.876552
67.7,86,5177.056457
4.6,79,5177.226132
277.2,69,5177.364246
327.7,69,5177.507359
282.9,71,5177.638941
285.9,79,5177.777401
5.0,53,5177.866907
7.9,37,5177.931354
29.7,53,5178.038731
-86.9,33,5178.108546
53.1,70,5178.267794
300.4,56,5178.376784
257.3,39,5178.455881
-67.6,40,5178.538655
88.3,58,5178.657269
-90.0,62,5178.781454
-0.7,52,5181.636461
-13.7,51,5181.729032
-22.4,40,5181.79954
-7.4,41,5181.867752
306.0,66,5181.984783
272.2,69,5182.122146
-23.7,69,5182.256655
278.7,67,5182.408901
48.4,55,5182.523407
11.8,93,5182.714426
329.2,58,5182.830786
-40.6,53,5182.935939
287.2,57,5183.044238
302.2,57,5183.156411
258.9,59,5183.272246
-32.4,47,5183.36414
332.2,57,5183.477178
-88.6,73,5183.625865
42.0,72,5183.767624
-6.4,55,5183.87433
-10.0,35,5183.944328
319.2,69,5184.088202
290.7,55,5184.199994
52.4,65,5184.327446
299.2,74,5184.480944
-14.6,80,5184.640336
291.2,55,5184.753275
-28.6,40,5184.833505
-22.5,49,5184.929163
286.2,73,5185.071192
345.7,81,5185.225026
297.2,64,5185.349624
-69.6,42,5185.434083
-37.8,34,5185.523207
13.2,59,5188.25473
31.6,73,5188.406261
-15.1,41,5188.498046
302.2,65,5188.646019
-78.1,66,5188.786463
-103.4,39,5188.869812
28.8,57,5188.992444
-54.2,62,5189.126405
35.3,68,5189.275397
-9.5,51,5189.383768
-5.7,80,5189.558115
19.5,84,5189.722942
56.2,76,5189.856255
285.7,59,5189.966502
57.0,85,5190.148191
262.5,48,5190.247733
280.8,78,5190.409299
17.0,57,5190.533579
311.2,82,5190.705655
52.7,48,5190.816589
18.3,51,5190.924065
-59.4,58,5191.044349
-5.0,55,5191.164677
-80.0,61,5191.290082
52.9,66,5191.427008
265.1,72,5191.574146
46.8,89,5191.754375
-100.6,64,5191.888142
292.9,51,5191.992623
-6.6,66,5192.156256
-44.5,52,5192.312682
47.8,52,5192.416052
2.3,53,5192.524862
279.2,50,5195.253894
-6.4,42,5195.33872
-42.5,40,5195.419159
65.4,59,5195.540618
-43.8,54,5195.653313
22.4,60,5195.776197
5.5,73,5195.92396
8.1,81,5196.087373
284.5,49,5196.185879
88.0,58,5196.310156
320.2,63,5196.440747
20.0,51,5196.54589
-44.4,34,5196.620373
10.8,57,5196.740198
40.4,50,5196.838941
-68.0,69,5196.986325
277.8,51,5197.089769
272.3,62,5197.218261
280.2,55,5197.329397
-20.1,62,5197.455843
285.7,44,5197.55039
297.2,41,5197.631254
-166.4,49,5197.725549
30.8,64,5197.841599
319.2,83,5197.993155
-44.5,43,5198.093433
69.8,55,5198.207919
17.0,56,5198.320797
61.9,58,5198.438971
14.3,60,5198.565619
258.5,75,5198.725698
48.2,66,5198.873229
-97.3,64,5199.006821
-68.9,40,5199.098043
259.9,52,5199.208752
-4.9,76,5199.362076
1.5,51,5202.061989
-36.4,34,5202.135328
7.3,53,5202.268005
-11.4,37,5202.347178
38.1,64,5202.490231
277.2,55,5202.62176
-71.1,63,5202.759311
-41.8,55,5202.88257
317.2,67,5203.039994
-99.3,48,5203.138068
40.7,58,5203.276666
267.5,64,5203.420158
41.1,68,5203.562262
22.8,70,5203.710276
297.2,71,5203.8581
40.1,65,5203.990953
-2.9,61,5204.118327
8.6,64,5204.251685
45.5,60,5204.376712
305.7,56,5204.491532
-6.3,64,5204.626417
-26.2,36,5204.701817
273.7,76,5204.854962
71.0,55,5204.967635
53.7,52,5205.071028
-11.9,59,5205.18778
26.3,59,5205.311508
40.4,62,5205.471418
-25.5,39,5205.597319
256.1,84,5205.746394
357.2,61,5205.849059
-54.2,22,5205.887671
302.2,59,5205.996096
28.0,65,5206.134827
309.2,51,5206.237396
48.9,59,5206.370755
291.3,72,5209.157749
312.2,54,5209.265886
-43.4,46,5209.355968
-100.3,73,5209.50899
316.2,68,5209.642019
304.2,78,5209.774251
-62.8,70,5209.894125
29.1,60,5210.006546
-54.4,26,5210.062268
27.6,75,5210.218201
32.6,64,5210.345034
47.9,60,5210.465651
16.7,46,5210.574345
284.8,58,5210.693309
291.2,55,5210.805494
294.7,55,5210.913971
-1.0,63,5211.043611
347.2,66,5211.176928
287.6,64,5211.377581
-2.0,50,5211.536224
28.7,73,5211.81234
85.2,44,5211.917135
327.2,66,5212.054473
52.8,65,5212.188138
-64.5,51,5212.292292
307.2,44,5212.38432
56.3,86,5212.562652
291.2,56,5212.676371
73.8,45,5212.770598
296.0,52,5212.876032
58.8,64,5213.009183
308.7,54,5213.119618
316.0,57,5213.238788
326.2,69,5213.377681
-57.5,33,5216.103365
-25.8,63,5216.241028
301.0,56,5216.36078
-15.4,41,5216.449516
-37.8,42,5216.543506
304.1,62,5216.68168
277.2,46,5216.778893
73.9,60,5216.905137
17.3,66,5217.04035
-66.4,46,5217.132673
49.5,75,5217.284138
74.6,72,5217.427423
282.8,62,5217.559445
56.5,81,5217.70062
51.8,58,5217.801685
45.4,60,5217.905615
301.2,68,5218.056777
296.9,71,5218.242686
56.1,53,5218.402327
316.2,62,5218.525651
-21.8,58,5218.641637
23.3,47,5218.737217
-52.9,50,5218.837337
338.6,90,5219.027706
257.8,61,5219.149785
302.2,71,5219.296285
-26.3,45,5219.392385
261.3,83,5219.573079
15.4,56,5219.690419
-6.4,25,5219.744408
7.5,53,5219.859888
-1.9,82,5220.039285
271.3,77,5220.216317
-98.6,40,5220.304062
284.4,73,5223.113502
287.2,57,5223.24499
-32.6,83,5223.415286
44.9,72,5223.567644
25.5,69,5223.710386
-107.1,26,5223.767342
299.2,61,5223.895985
32.1,34,5223.969562
46.5,49,5224.071003
31.7,68,5224.222691
42.9,73,5224.381571
-75.0,50,5224.48174
268.2,65,5224.614632
3.9,43,5224.700491
266.3,63,5224.822716
282.2,58,5224.936144
38.4,96,5225.125931
47.6,60,5225.242428
16.2,57,5225.356597
288.7,61,5225.49175
40.5,73,5225.641687
304.2,59,5225.757083
30.0,55,5225.859758
319.2,50,5225.954647
-64.0,43,5226.052234
-20.1,50,5226.161425
282.6,77,5226.343784
0.7,43,5226.439621
55.0,89,5226.636769
7.6,73,5226.797824
81.0,73,5226.956324
30.5,56,5227.076156
-28.3,49,5227.182241
-99.0,19,5227.226688
-34.5,67,5227.38975
276.5,71,5230.153295
9.8,74,5230.302991
-39.0,51,5230.40361
292.2,60,5230.536968
-0.7,53,5230.63938
249.4,78,5230.795533
312.2,49,5230.891219
-43.1,61,5231.011985
-119.6,18,5231.050319
292.2,64,5231.173199
-111.3,95,5231.363395
3.6,44,5231.450904
-29.2,79,5231.633885
-41.9,65,5231.816636
83.3,71,5231.981589
294.0,71,5232.123175
34.4,61,5232.243186
317.2,70,5232.384422
16.3,66,5232.520445
40.9,75,5232.690252
-57.1,61,5232.811821
-46.2,47,5232.907253
-6.4,57,5233.020416
93.1,60,5233.137444
307.2,55,5233.241743
31.0,44,5233.326961
-11.1,51,5233.429723
246.5,63,5233.560262
-33.2,34,5233.62383
31.8,61,5233.731606
-86.8,45,5233.815575
26.6,64,5233.925027
332.2,55,5234.038279
80.0,59,5234.16468
38.1,52,5236.968181
25.7,73,5237.118371
-52.9,71,5237.258871
5.9,43,5237.345726
317.2,53,5237.4522
-84.6,59,5237.577233
-17.5,72,5237.707821
-80.4,68,5237.821188
-44.6,71,5237.939826
291.0,73,5238.08722
37.8,60,5238.209892
36.1,49,5238.307624
99.2,52,5238.409142
286.3,75,5238.565701
22.1,64,5238.689309
292.7,87,5238.871968
-49.6,50,5238.970644
55.4,64,5239.102379
307.5,57,5239.218403
278.7,74,5239.372927
48.9,78,5239.540416
246.2,60,5239.669971
-36.2,52,5239.781424
-104.8,41,5239.87841
-89.2,33,5239.953662
42.7,51,5240.058089
297.2,49,5240.158644
10.1,59,5240.280394
9.3,58,5240.399761
332.2,59,5240.52503
22.8,59,5240.644413
307.2,56,5240.75789
61.8,58,5240.877586
-13.0,51,5240.998534
-29.8,42,5241.08663
332.9,75,5243.840901
307.2,52,5243.94361
-18.9,58,5244.070442
60.4,72,5244.216692
334.0,54,5244.327265
304.5,68,5244.522588
31.4,53,5244.645171
272.2,38,5244.722511
18.4,49,5244.823343
34.8,61,5244.941898
297.2,46,5245.033654
41.8,68,5245.187951
52.3,77,5245.34367
-23.1,32,5245.41035
55.1,60,5245.535994
82.6,51,5245.632709
312.2,64,5245.740376
-15.6,35,5245.806023
302.3,67,5245.917643
-67.0,77,5246.06958
301.9,70,5246.219067
42.5,75,5246.377583
-1.8,57,5246.499902
81.4,56,5246.622376
299.9,69,5246.762087
-53.2,62,5246.889189
33.4,62,5247.017392
3.1,41,5247.098687
77.7,61,5247.230242
-34.0,66,5247.368268
-4.3,42,5247.456189
287.2,54,5247.574633
302.2,73,5247.727017
249.8,76,5247.885588
42.0,74,5250.630709
291.2,55,5250.742312
-98.2,28,5250.800724
-52.9,41,5250.886009
26.1,60,5251.004119
276.3,56,5251.115356
316.8,93,5251.30471
-13.3,36,5251.38558
293.7,111,5251.610837
-103.2,41,5251.696855
267.4,73,5251.847811
285.3,73,5251.999227
329.2,77,5252.15701
25.0,72,5252.306555
5.9,42,5252.396641
356.4,69,5252.552914
311.2,60,5252.675239
345.2,72,5252.826304
-45.5,51,5252.927897
307.7,73,5253.073328
-27.8,53,5253.179148
-29.9,52,5253.286074
307.2,67,5253.424028
66.8,76,5253.63422
-24.0,48,5253.773092
48.7,59,5253.94227
-24.9,42,5254.069874
292.2,47,5254.173891
-89.5,26,5254.238042
-31.9,58,5254.357592
32.1,74,5254.508358
7.9,63,5254.640764
-47.1,62,5254.769711
311.0,51,5254.873882
41.0,59,5257.792635
-3.7,51,5257.882265
28.9,53,5257.976655
-8.1,35,5258.054191
46.3,66,5258.187783
46.3,79,5258.344568
71.6,64,5258.477153
-59.4,60,5258.603665
-23.5,48,5258.709071
32.6,71,5258.868679
292.7,86,5259.047322
-59.2,44,5259.142206
-24.6,69,5259.293808
317.5,56,5259.41079
50.4,76,5259.573337
263.6,80,5259.734988
-77.9,55,5259.860856
-49.1,41,5259.95383
-3.5,73,5260.111228
324.8,62,5260.244325
311.4,68,5260.388771
88.9,82,5260.567458
-5.7,48,5260.667253
294.5,59,5260.792877
5.2,46,5260.900368
-11.1,43,5260.991579
65.4,44,5261.088633
300.3,69,5261.236468
279.8,63,5261.375998
60.0,66,5261.518879
302.3,61,5261.632855
-91.8,46,5261.714174
307.8,65,5261.828509
-19.8,46,5261.922153
-123.2,58,5262.044182
319.2,63,5264.829181
-7.2,53,5264.943969
47.6,63,5265.081893
24.4,52,5265.186515
-37.3,56,5265.302788
-4.7,61,5265.42504
300.2,61,5265.557301
-15.5,51,5265.651293
287.2,54,5265.752039
315.6,79,5265.890405
282.2,45,5265.974175
-72.7,49,5266.089519
-4.6,58,5266.208509
-0.4,60,5266.332255
16.6,52,5266.435343
-44.8,41,5266.518763
296.3,73,5266.66882
-7.2,62,5266.78768
-30.3,64,5266.916856
-78.4,38,5266.990551
-76.8,55,5267.099926
-117.3,57,5267.212795
8.6,34,5267.281503
-90.9,33,5267.347893
310.2,52,5267.451323
54.9,50,5267.55821
13.6,46,5267.655429
48.6,60,5267.775463
81.4,93,5267.963089
307.7,72,5268.119795
-10.7,41,5268.202221
301.0,60,5268.325911
60.4,47,5268.424326
-58.2,48,5268.526722
19.2,57,5268.648158
281.0,56,5268.771261
3.6,40,5268.856881
49.0,50,5271.846135
61.0,71,5271.991222
267.0,58,5272.106179
24.6,64,5272.235257
-49.9,30,5272.305404
-7.3,53,5272.417722
267.1,85,5272.591605
-12.6,54,5272.699103
90.4,61,5272.816009
327.2,60,5272.935227
-31.8,34,5273.003797
-108.2,35,5273.07229
280.7,47,5273.164386
32.4,69,5273.303784
2.9,56,5273.421525
278.2,69,5273.567599
59.2,52,5273.658905
-38.6,41,5273.728565
72.2,60,5273.828337
50.4,47,5273.90479
16.5,68,5274.034496
-24.8,58,5274.147624
286.0,69,5274.281235
38.4,46,5274.378843
317.2,77,5274.548761
25.8,62,5274.669381
289.4,61,5274.789247
54.4,46,5274.881693
312.9,52,5274.9822
59.5,62,5275.105086
54.4,53,5275.210514
305.7,46,5275.30184
7.8,46,5275.398844
311.3,61,5275.51966
53.2,57,5275.6345
30.4,51,5275.737893
-12.5,64,5278.478691
347.2,59,5278.617866
-104.9,41,5278.697927
50.7,54,5278.804537
299.2,56,5278.913687
312.2,59,5279.028096
-107.7,53,5279.137555
76.2,56,5279.252234
70.5,61,5279.371749
322.2,73,5279.513074
-58.1,85,5279.690852
301.2,64,5279.821189
22.0,55,5279.934085
-35.8,68,5280.070426
-100.0,45,5280.166912
322.8,70,5280.319886
273.3,67,5280.462451
289.2,61,5280.594006
17.3,59,5280.730622
40.1,61,5280.860471
365.6,67,5281.001801
48.6,73,5281.156361
292.2,43,5281.249886
287.7,58,5281.373072
277.2,56,5281.490162
55.4,35,5281.566665
68.9,44,5281.644785
267.3,52,5281.744876
-54.1,55,5281.843996
291.0,60,5281.957
-68.3,73,5282.119512
53.0,77,5282.28185
-10.7,76,5282.450366
301.3,59,5282.579385
80.5,65,5285.505436
-33.7,29,5285.574333
282.4,80,5285.713257
-24.3,54,5285.810571
32.3,56,5285.917345
-101.4,63,5286.041763
43.9,44,5286.132327
-81.0,71,5286.281613
332.4,83,5286.452149
299.1,68,5286.586763
-2.0,40,5286.665428
28.9,59,5286.779601
287.3,51,5286.886888
53.4,37,5286.971994
256.6,60,5287.09009
297.2,62,5287.209588
45.4,51,5287.313091
64.0,64,5287.440119
-6.0,56,5287.554418
319.0,53,5287.657717
6.8,51,5287.757565
273.3,63,5287.889664
-11.5,64,5288.015659
-21.9,40,5288.096392
318.0,74,5288.243906
-19.9,35,5288.316344
-80.5,46,5288.411891
-70.0,64,5288.547848
21.1,70,5288.687984
30.9,66,5288.819682
322.2,58,5288.937032
31.7,70,5289.084374
80.2,62,5289.213299
311.8,94,5289.399286
62.9,74,5289.548578
282.5,81,5292.400427
105.9,72,5292.559962
307.6,71,5292.713759
82.4,54,5292.83755
94.6,57,5292.959063
279.6,71,5293.111229
282.3,71,5293.272241
53.6,68,5293.41974
282.2,63,5293.570748
-127.6,51,5293.727381
300.6,67,5293.937716
-81.2,37,5294.065335
307.2,72,5294.249367
86.1,56,5294.369403
272.3,59,5294.494288
32.1,63,5294.638046
273.2,69,5294.782707
-95.5,37,5294.863773
332.2,59,5294.99397
332.2,46,5295.094517
312.2,65,5295.237466
-173.2,67,5295.390039
-64.0,43,5295.479133
-24.6,32,5295.550201
296.7,95,5295.734521
23.2,74,5295.883507
-99.9,66,5296.013509
306.2,50,5296.114423
255.6,73,5296.2698
272.5,56,5296.386819
-71.3,48,5296.486349
327.5,62,5296.621543
-2.9,66,5296.798869
320.8,87,5299.62347
295.7,72,5299.767396
-25.3,45,5299.857556
51.0,53,5299.968449
-46.5,64,5300.094931
258.2,58,5300.210662
55.9,67,5300.347117
-11.4,41,5300.430564
316.0,62,5300.564001
-47.5,27,5300.618433
-59.3,58,5300.735239
-72.9,34,5300.805456
-5.5,36,5300.877853
262.2,56,5300.990957
-38.4,64,5301.120842
50.4,54,5301.22576
16.0,69,5301.369038
